Locus	GC*.V.appalachiana	GC*.V. lineata	GC3*.V.appalachiana	GC3*.V. lineata	GC.V.appalachiana	GC.V.lineata	TotalGCDiff	GC3.V.appalachiana	GC3.V.lineata	GC3.Diff
OG0007564	64.0264204	39.7529056	37.58013439	38.21698262	46.71280277	46.6819222	0.030880571	45.32871972	44.52054795	0.808171778
OG0007565	25.1827676	1.00E-04	23.99701181	0.0001	43.67088608	43.17647059	0.494415488	40.76086957	41.75438596	-0.9935164
OG0007566	52.368449	51.7818997	40.39029479	47.49328554	49.6350365	46.45522388	3.179812616	46.71532847	40.22346369	6.49186478
OG0007567	27.5152204	35.6850167	27.17818072	34.23841277	52.04081633	52.72108844	-0.680272109	44.55782313	43.87755102	0.680272109
OG0007568	51.2412954	53.7258665	4.675692117	71.72285554	46.22770919	46.77990092	-0.552191729	44.23868313	46.92144374	-2.682760609
OG0007570	99.9999	77.101017	99.9999	99.9999	44.09221902	43.90681004	0.185408984	41.78674352	39.78494624	2.001797279
OG0007571	68.2762542	53.0529316	33.3548372	6.244341908	55.70776256	53.03867403	2.669088524	60.73059361	64.08839779	-3.357804183
OG0007572	40.3588849	99.9999	53.21402286	53.88598902	42.83154122	39.37007874	3.461462478	39.24731183	33.07086614	6.176445686
OG0007573	34.5982017	35.2967324	34.40464099	35.6331095	48.29931973	47.78911565	0.510204082	53.06122449	53.06122449	0
OG0007574	99.9999	66.8586976	99.9999	50.78135087	44.05594406	45.22144522	-1.165501166	48.25174825	48.95104895	-0.699300699
OG0007575	44.7647995	49.2396021	74.23922916	99.9999	46.84466019	46.41744548	0.427214711	40.65533981	35.98130841	4.674031395
OG0007576	45.7102303	73.068941	48.82023043	84.64418054	46.32034632	46.20253165	0.117814675	41.55844156	38.60759494	2.950846622
OG0007578	68.5606741	72.1998188	99.9999	61.89935769	44.70588235	41.92913386	2.776748495	44.47058824	42.35294118	2.117647059
OG0007579	49.6935956	43.2187432	40.91509616	39.09803487	56.48994516	55.60165975	0.888285404	71.42857143	66.25	5.178571429
OG0007581	51.8335176	28.5126477	41.95906101	33.50968464	48.94179894	48.17850638	0.763292567	46.82539683	46.99453552	-0.169138694
OG0007583	77.3890245	73.8508918	99.9999	99.9999	50.98039216	50.53763441	0.442757748	57.7540107	58.06451613	-0.310505434
OG0007584	50.3115023	46.2154403	64.31575122	72.35556824	44.73975637	45.22222222	-0.482465855	43.18936877	44.66666667	-1.477297896
OG0007585	99.9991192	53.5324235	99.9999	99.9999	42.34234234	42.04204204	0.3003003	45.04504505	43.69369369	1.351351351
OG0007586	12.5491812	54.6119803	19.14552691	51.36953078	47.28522337	45.85741811	1.427805256	47.21649485	41.61849711	5.597997736
OG0007587	1.00E-04	8.9297061	0.0001	0.0001	47.64207981	47.84313725	-0.201057448	50.30229746	52.23529412	-1.932996657
OG0007588	28.3812081	52.3674467	32.15465806	0.0001	47.35883424	48.45173042	-1.092896175	45.35519126	46.99453552	-1.639344262
OG0007589	13.5299052	65.5660549	0.000100008	0.0001	42.70833333	40.74074074	1.967592593	41.40625	41.26984127	0.13640873
OG0007590	29.2947172	37.318268	44.98781308	68.67098858	47.38372093	45.98540146	1.39831947	41.56976744	39.9026764	1.667091043
OG0007591	35.9777981	99.9999	29.56029385	99.9999	45.49878345	44.14003044	1.358753014	50.3649635	47.94520548	2.419758024
OG0007593	34.0965951	35.8657486	8.228918592	0.0001	41.10813226	41.47514698	-0.367014719	36.72922252	38.78205128	-2.052828762
OG0007594	55.1285484	50.0459884	61.30595044	49.1704459	43.03797468	45.59099437	-2.553019688	42.08860759	48.03001876	-5.941411167
OG0007595	0.0001	99.9999	0.0001	82.49450177	45.42772861	45.23809524	0.189633375	42.03539823	43.80952381	-1.774125579
OG0007596	53.9465564	48.1917533	72.40269222	46.35708014	46.00389864	45.37313433	0.630764307	46.49122807	45.07462687	1.416601205
OG0007597	59.7594827	60.4187285	47.32187511	0.0001	41.8879056	42.00351494	-0.115609334	53.98230088	50	3.982300885
OG0007598	54.7194251	55.0444909	56.04282776	73.5756664	47.02455264	46.36233951	0.662213128	39.45068664	39.2296719	0.221014744
OG0007599	29.8398924	33.402849	46.50549971	42.84291433	49.17184265	47.2027972	1.969045447	52.17391304	45.8041958	6.369717239
OG0007602	55.6624124	65.446216	99.9999	49.26584344	47.73495605	49.78461538	-2.049659333	42.79918864	43.8305709	-1.031382261
OG0007603	41.0959623	36.357544	0.0001	42.80126182	46.89922481	47.63948498	-0.740260172	42.3255814	40.96774194	1.35783946
OG0007604	45.1400846	25.366577	28.21929316	0.0001	43.832021	43.97435897	-0.142337977	37.79527559	42.30769231	-4.512416717
OG0007605	23.2609889	46.7695977	0.0001	51.46609646	48.64864865	47.02702703	1.621621622	48.64864865	48.17813765	0.470510997
OG0007606	42.8281904	30.3201825	0.0001	0.0001	49.47209653	49.57264957	-0.100553042	39.81900452	35.8974359	3.921568627
OG0007607	41.2622627	1.00E-04	99.53918991	69.96770355	54.27927928	54.64852608	-0.369246798	61.48648649	63.94557823	-2.459091745
OG0007608	53.0064376	45.2195194	21.0729179	0.0001	40.57971014	43.43434343	-2.854633289	39.56521739	42.67676768	-3.111550285
OG0007609	1.00E-04	1.00E-04	0.0001	0.0001	45.87155963	46.93627451	-1.064714877	38.53211009	36.76470588	1.767404209
OG0007611	38.1079259	66.7276071	17.10217747	48.73872217	43.34577114	43.03482587	0.310945274	44.02985075	43.28358209	0.746268657
OG0007613	56.9027036	69.950211	66.36288061	99.9999	41.8079096	46.77002584	-4.962116235	38.98305085	54.26356589	-15.28051504
OG0007614	57.2844969	60.438033	44.62888341	55.04024755	44.77317554	44.51097804	0.262197498	40.82840237	43.71257485	-2.884172483
OG0007615	35.4527098	73.3021092	41.49653696	78.44800189	47.70318021	44.10774411	3.595436104	50.17667845	41.75084175	8.425836694
OG0007617	76.9283562	68.3477138	73.47798142	99.9999	45.71780653	50.2188868	-4.501080273	51.38632163	57.78611632	-6.399794696
OG0007621	40.4445784	42.2838331	55.78404097	38.85118846	51.01289134	48.62036156	2.392529784	49.72375691	42.57142857	7.152328335
OG0007623	66.3153957	55.0671561	76.53517215	86.68880675	43.12354312	44.36296975	-1.239426629	38.46153846	40.22038567	-1.758847213
OG0007624	78.3038778	39.6106438	42.67845923	30.78432941	43.96984925	47.70693512	-3.737085877	38.94472362	43.12080537	-4.176081751
OG0007625	60.9943383	43.9258746	45.17639012	24.65791664	48.57834241	43.97959184	4.598750571	52.81306715	43.73088685	9.0821803
OG0007626	64.8710152	99.9999	60.05458719	43.89893161	48.57357357	47.82282282	0.750750751	46.62162162	45.27027027	1.351351351
OG0007627	56.9280916	44.7906777	74.63585024	46.33769424	44.44444444	44.01913876	0.425305688	39.52380952	40.66985646	-1.146046936
OG0007628	47.0933514	39.9450314	50.80037703	34.91611734	44.17426545	45.60185185	-1.427586401	48.02431611	50	-1.975683891
OG0007629	80.1317597	37.7471767	73.21881562	34.90063988	42.10239651	44.14483821	-2.042441698	38.07189542	41.38728324	-3.315387812
OG0007632	52.823133	50.873325	22.32036598	27.54415866	42.66666667	49.27536232	-6.608695652	38.4	52.17391304	-13.77391304
OG0007633	54.157266	61.327434	99.9999	99.9999	41.94756554	42.58823529	-0.640669751	38.87640449	40.47058824	-1.594183741
OG0007634	44.7682553	40.4618093	45.59837833	41.05984005	46.62162162	47.02380952	-0.402187902	41.21621622	45.83333333	-4.617117117
OG0007636	99.9999	61.0171894	1.255397198	58.50104444	44.79166667	47.12643678	-2.334770115	39.84375	46.55172414	-6.707974138
OG0007637	49.7020574	99.9999	99.9999	99.9999	47.42138365	47.73401101	-0.312627364	48.42767296	50.44472681	-2.017053855
OG0007638	36.973877	30.2729233	10.76000069	50.1398379	44.23076923	44.46589447	-0.235125235	39.50617284	38.03088803	1.475284809
OG0007639	99.9999	99.9999	99.9999	99.9999	49.26253687	48.12734082	1.135196049	48.08259587	39.3258427	8.756753174
OG0007640	22.1622409	45.6972507	29.62716518	48.66355347	46.692607	47.77777778	-1.085170774	40.07782101	40.95238095	-0.874559941
OG0007641	1.35E-03	16.4699056	0.0001	35.83535435	43.39250493	45.63758389	-2.245078962	39.64497041	42.95302013	-3.30804972
OG0007642	99.9999	63.0828913	99.9999	48.20490488	44.50549451	44.34782609	0.157668419	44.68864469	47.58364312	-2.894998434
OG0007643	21.4240126	46.2641858	0.0001	0.0001	39.16083916	38.69463869	0.466200466	45.45454545	44.75524476	0.699300699
OG0007644	59.3593446	40.0906148	82.43734165	53.92906569	41.6087963	42.09558824	-0.486791939	35.9375	40.65934066	-4.721840659
OG0007645	60.1305033	37.9485203	54.5381533	0.0001	47.34111543	49.78354978	-2.442434349	47.47081712	48.05194805	-0.581130931
OG0007646	99.9999	99.9999	99.9999	99.9999	41.42156863	43.25203252	-1.830463893	42.89215686	46.09756098	-3.205404113
OG0007648	86.0539389	62.3003796	64.81547495	48.53651016	51.83673469	50.88435374	0.952380952	56.73469388	53.87755102	2.857142857
OG0007649	65.15075	34.01253	54.69395219	0.0001	43.02759135	43.41397849	-0.386387145	36.91275168	39.91935484	-3.006603161
OG0007650	1.00E-04	41.0957156	25.49476862	41.37308159	45.2476573	47.65100671	-2.403349416	41.76706827	40.60402685	1.163041427
OG0007651	76.0271925	54.6852421	0.0001	33.27045318	55.06329114	55.32407407	-0.260782935	57.81990521	55.55555556	2.264349658
OG0007652	99.9999	50.8488162	99.93928859	48.0783757	45.23809524	46.92810458	-1.690009337	47.61904762	45.88235294	1.736694678
OG0007654	30.0389089	57.9071047	0.0001	41.02439932	44.66076696	49.61089494	-4.95012798	38.5840708	49.70760234	-11.12353154
OG0007655	24.3536071	36.4829274	0.0001	0.0001	49.7188755	52.99539171	-3.276516203	49.63855422	58.06451613	-8.425961912
OG0007656	40.1594518	59.2627031	20.00613381	71.50585457	47.05407587	47.78046812	-0.726392252	43.58353511	46.00484262	-2.421307506
OG0007658	34.7813037	36.021745	56.07067284	35.60593433	46.51851852	46.27192982	0.246588694	44	43.42105263	0.578947368
OG0007659	61.9657267	32.9464198	52.28254721	0.0001	40.59701493	42.84243048	-2.245415559	34.82142857	41.35802469	-6.53659612
OG0007660	56.6511115	61.6363518	72.51926505	99.9999	48.06491885	46.95767196	1.107246894	40.82397004	42.06349206	-1.239522026
OG0007663	63.3922158	62.9156598	0.0001	0.0001	48.00995025	47.22222222	0.787728027	40.67164179	36.25	4.421641791
OG0007664	99.5268374	99.389642	0.0001	57.75919771	51.5936255	53.56679637	-1.97317087	47.41035857	54.47470817	-7.064349605
OG0007665	76.2952305	53.842666	90.90457875	59.32267645	43.85964912	41.61702128	2.242627846	43.60902256	40.05102041	3.558002148
OG0007667	99.9999	92.4453987	56.10378077	76.9177724	43.45238095	42.28702993	1.165351021	41.07142857	36.55172414	4.519704433
OG0007669	99.9999	53.4729964	99.9999	58.17816688	49.71751412	48.71794872	0.999565406	53.81355932	49.79757085	4.015988472
OG0007670	50.9891784	62.0097763	49.6480527	65.59845215	44.96768236	45.70637119	-0.738688827	41.27423823	42.38227147	-1.108033241
OG0007671	60.3871837	53.8703644	99.9999	27.94905019	47.89846026	50.96839959	-3.069939334	45.81772784	53.82262997	-8.004902129
OG0007672	1.00E-04	1.00E-04	0.0001	0.0001	57.47663551	52.79329609	4.683339425	72.42990654	62.29050279	10.13940375
OG0007673	64.9331202	63.0086906	41.87419734	8.459256657	42.39677744	42.25053079	0.146246657	42.29607251	39.8089172	2.48715531
OG0007674	49.1423224	1.00E-04	51.53880115	39.87131001	45.49304295	45.90964591	-0.416602957	45.19056261	44.87179487	0.318767742
OG0007675	32.8137382	37.5578963	39.92128996	44.8414573	45.72748268	45.52469136	0.202791321	38.56812933	36.34259259	2.225536738
OG0007676	80.7372144	61.6667989	99.9999	57.29190443	47.40061162	46.1352657	1.26534592	39.44954128	40.57971014	-1.130168861
OG0007677	36.6628616	99.9999	31.56816819	99.9999	45.77114428	47.71784232	-1.946698045	34.70149254	41.49377593	-6.792283396
OG0007678	43.9855334	99.9999	17.4907193	41.5052807	53.51966874	50.23255814	3.287110598	52.17391304	44.65116279	7.522750253
OG0007679	40.6727167	1.00E-04	51.22019146	12.85927048	45.49156486	45.14851485	0.343050012	39.96509599	38.81188119	1.153214798
OG0007680	79.3618164	86.3180466	99.9999	56.29242734	45.46130952	45.44770504	0.013604482	41.74107143	40.85778781	0.883283618
OG0007681	52.0273683	78.1854744	61.70285169	67.77273715	52.60416667	54.50292398	-1.89875731	43.75	50.87719298	-7.127192982
OG0007682	10.0404638	45.3968836	38.37717783	0.0001	50.73746313	52.21238938	-1.474926254	45.13274336	46.01769912	-0.884955752
OG0007683	55.8579883	99.6911888	99.9999	58.45154956	42.13058419	42.33576642	-0.205182231	34.43298969	38.32116788	-3.888178192
OG0007686	46.4304275	48.6093684	30.49223969	46.68425894	50	51.9379845	-1.937984496	34.31818182	41.39534884	-7.077167019
OG0007687	15.3744287	45.0566933	19.27791886	0.0001	53.20512821	52.67349261	0.5316356	56.41025641	53.92491468	2.485341734
OG0007688	1.00E-04	45.0556746	0.000100086	34.57450851	46.66666667	48.95833333	-2.291666667	38.62068966	36.97916667	1.641522989
OG0007689	63.6238603	27.6724893	46.22527995	37.32611939	43.58974359	44.7133758	-1.123632206	42.30769231	43.67816092	-1.370468612
OG0007691	1.00E-04	99.9999	98.44602966	99.9999	44.22788606	42.78026906	1.447616999	43.02848576	45.01347709	-1.984991332
OG0007692	27.698936	44.085547	15.97274423	27.28376407	48.22695035	51.28205128	-3.055100927	48.22695035	50.84745763	-2.620507273
OG0007693	72.1760806	46.4532655	52.51668697	45.94249742	47.42063492	44.44444444	2.976190476	45.83333333	41.79104478	4.042288557
OG0007694	31.8487109	53.1561258	19.76014067	46.42087616	47.40061162	44.28223844	3.118373178	47.24770642	37.95620438	9.291502042
OG0007695	44.030571	7.6268048	0.0001	0.0001	40.18691589	44.96487119	-4.777955307	33.64485981	45.26315789	-11.61829808
OG0007696	47.3386107	48.4152934	99.9999	50.86719044	41.21657053	41.25	-0.03342947	38.11023622	37.29166667	0.818569554
OG0007697	56.1213655	46.5715883	99.9999	42.39044871	47.57201646	46.14035088	1.431665584	40	38.68421053	1.315789474
OG0007698	89.3943111	52.7552675	73.85957623	79.11032649	46.94391934	46.04938272	0.894536629	45.55765595	45	0.557655955
OG0007699	38.6418757	65.8643998	45.30161586	99.9999	41.66666667	40.44444444	1.222222222	43.33333333	40	3.333333333
OG0007700	49.4431464	61.2965327	99.9999	53.8840316	49.00662252	47.29422465	1.712397869	40.50772627	38.74488404	1.762842231
OG0007701	1.00E-04	29.1139696	72.1612494	99.9999	43.18463445	42.1435059	1.041128545	38.28996283	37.60217984	0.687782989
OG0007702	36.6138972	46.3748897	13.25397994	35.54044949	44.19191919	46.10778443	-1.915865239	44.6969697	46.10778443	-1.410814734
OG0007703	37.0844401	41.0375388	68.2235178	99.9999	40.45584046	40.32258065	0.133259811	42.73504274	37.93103448	4.804008252
OG0007704	99.9999	99.9999	0.033090362	57.51027421	51.89003436	47.79874214	4.091292226	55.67010309	49.52830189	6.141801206
OG0007706	61.3936479	44.0376909	99.9999	49.69836105	49.21826141	48.02431611	1.193945304	37.14821764	35.8662614	1.281956238
OG0007707	53.8925988	54.8986441	46.58273602	99.9999	52.44161359	53.24947589	-0.807862303	51.59235669	52.83018868	-1.237831991
OG0007708	1.00E-04	28.9346922	0.0001	29.41155651	46.3356974	46.22222222	0.113475177	39.36170213	41.06666667	-1.704964539
OG0007709	99.9999	74.3165218	99.9999	81.59044197	46.16013072	44.13407821	2.026052507	37.00980392	36.31284916	0.69695476
OG0007710	37.1743912	56.3168139	99.9999	58.03304572	49.15611814	42.21183801	6.944280137	49.36708861	38.13953488	11.22755372
OG0007711	24.1260586	18.8167966	40.59018281	0.0001	48.68532655	48.34605598	0.339270568	39.69465649	38.67684478	1.017811705
OG0007712	75.9428233	49.6891691	71.17891394	55.83432875	45.63492063	47.01411509	-1.379194457	44.04761905	43.64820847	0.399410579
OG0007713	24.3875574	59.6567517	23.98522818	53.57735147	53.69127517	52.82051282	0.870762347	57.71812081	54.61538462	3.10273619
OG0007714	99.9999	61.9519499	69.7356411	53.62362174	41.57986111	41.11842105	0.461440058	39.32291667	37.12871287	2.194203795
OG0007715	37.1318895	58.6971992	43.79419336	0.0001	44.59459459	46.16193481	-1.567340211	48.64864865	46.21451104	2.434137608
OG0007716	77.0652348	38.8473996	76.11225703	21.53755703	48.34307992	48.25046041	0.092619517	47.95321637	48.61878453	-0.665568156
OG0007717	47.1156311	74.4835647	43.83587671	9.772188009	49.01256732	46.66666667	2.345900658	46.14003591	45.91549296	0.224542949
OG0007718	32.357674	35.4880388	11.01101419	36.97050559	46.28099174	44.80769231	1.473299428	44.46564885	38.65384615	5.811802701
OG0007719	46.7740411	39.7231945	47.99516344	35.1384937	54.08805031	49.64157706	4.446473254	45.91194969	49.46236559	-3.550415906
OG0007721	76.1549206	27.2097747	60.86073223	28.29752372	41.88481675	45.70707071	-3.822253953	35.86387435	40.15151515	-4.287640806
OG0007722	59.9312818	69.115399	99.9999	78.79975889	52.0242915	48.61111111	3.413180387	51.82926829	42.85714286	8.972125436
OG0007723	9.3591003	1.00E-04	24.21166707	0.0001	41.57894737	44.62269756	-3.043750195	36.31578947	42.78074866	-6.464959189
OG0007724	20.4128216	1.00E-04	15.62715517	0.0001	44.36619718	41.2962963	3.069900887	40.14084507	33.88888889	6.251956182
OG0007725	99.9999	55.735061	99.9999	47.75964681	42.47619048	44.68468468	-2.208494208	37.71428571	40	-2.285714286
OG0007726	22.06856	43.8586722	0.0001	0.0001	43.21533923	43.44660194	-0.231262709	42.03539823	38.90909091	3.126307321
OG0007727	22.0357082	29.4542907	14.3070976	45.5644886	49.85074627	47.48603352	2.364712749	41.49253731	35.19553073	6.297006587
OG0007728	63.9359855	85.6372473	99.9999	99.9999	52.70440252	50.65104167	2.053360849	47.54716981	43.359375	4.187794811
OG0007729	87.8217128	47.2980276	99.9999	45.1723647	48.96093101	54.90367776	-5.942746752	50.6234414	65.09186352	-14.46842212
OG0007730	62.5665367	62.8654585	65.11995441	74.11319093	50.2994012	51.29740519	-0.998003992	43.71257485	46.10778443	-2.395209581
OG0007731	99.9999	51.2238091	67.59188346	48.59879931	43.86724387	40.44117647	3.426067397	42.20779221	37.5	4.707792208
OG0007732	54.4250501	43.4654782	49.58411508	0.0001	47.66260163	46.97435897	0.688242652	45.42682927	44	1.426829268
OG0007733	75.002876	50.9278485	84.1150473	65.48380947	47.01149425	50	-2.988505747	43.10344828	46.69811321	-3.594664932
OG0007734	68.6677467	52.3377784	44.05916496	53.3099484	43.20113314	43.58676727	-0.385634122	42.03821656	43.37979094	-1.34157438
OG0007735	99.9999	68.684981	60.12793374	61.76017945	41.54761905	39.03903904	2.508580009	48.92857143	45.04504505	3.883526384
OG0007736	59.0844713	55.2023883	99.9999	69.81049198	51.72955975	54.47570332	-2.746143576	58.96226415	62.65984655	-3.697582396
OG0007737	49.20024	55.8752616	62.70533698	51.54439073	46.18885097	47.14611872	-0.957267754	42.66211604	43.83561644	-1.173500397
OG0007738	48.2521812	99.9999	58.29436769	99.9999	47.15261959	46.00760456	1.145015027	35.07972665	38.02281369	-2.943087037
OG0007739	39.8687505	22.7050603	50.39857358	0.062665069	54.11764706	53.05164319	1.066003866	58.01282051	56.33802817	1.674792344
OG0007740	66.3444137	99.9999	0.0001	33.64385074	47.02784048	47.10960961	-0.081769128	44.24379233	42.34234234	1.901449983
OG0007741	43.4181193	31.584845	45.4829869	0.0001	48.36601307	49.6875	-1.321486928	48.69281046	46.5625	2.130310458
OG0007743	31.2718858	36.452559	32.12192148	99.9999	47.25490196	43.40044743	3.854454533	41.56862745	40.93959732	0.629030136
OG0007744	72.6800124	46.7775215	99.9999	44.12376242	41.99623352	42.77777778	-0.781544256	37.85310734	40.55555556	-2.702448211
OG0007745	40.123735	99.9999	33.29046925	0.0001	49.34823091	48.80952381	0.538707103	51.95530726	50.5952381	1.360069167
OG0007746	99.9999	63.8621625	58.83783126	99.9999	48.29210836	43.30218069	4.989927677	47.34982332	41.12149533	6.228327994
OG0007747	99.9999	33.0817747	99.9999	30.06447835	44.26666667	46.97217676	-2.705510093	40.26666667	48.03921569	-7.77254902
OG0007748	20.5705037	32.9641709	99.9999	58.32133339	42.17171717	43.15920398	-0.987486808	39.39393939	42.53731343	-3.143374039
OG0007749	34.8550766	30.8110086	36.71918348	0.0001	47.15947981	46.72131148	0.438168333	38.39835729	38.93442623	-0.53606894
OG0007750	36.5972542	1.00E-04	55.53335994	49.8172312	42.26190476	45.01607717	-2.754172409	41.96428571	41.34615385	0.618131868
OG0007751	79.7199333	52.6742412	99.9999	38.54335332	44.67353952	46.2253194	-1.551779877	43.64261168	48.7804878	-5.137876121
OG0007752	1.00E-04	44.8504969	0.0001	56.71860651	52.01149425	55.10662177	-3.09512752	50.86206897	61.27946128	-10.41739231
OG0007753	99.9999	65.8066051	0.0001	0.0001	52.41123476	51.7877095	0.623525267	51.9872814	52.93132328	-0.944041884
OG0007754	72.2998491	72.130417	74.36855204	75.18236566	42.00913242	42.02380952	-0.014677104	50	51.07142857	-1.071428571
OG0007755	50.9678558	63.7978269	44.89948653	43.25010853	44.47174447	46.53614458	-2.064400107	42.01474201	43.79232506	-1.777583042
OG0007756	21.866117	63.2364382	0.0001	56.17857862	43.71069182	48.5380117	-4.827319872	44.33962264	47.80701754	-3.467394902
OG0007757	67.4645087	39.1158864	23.50692418	33.30213554	42.1686747	43.79562044	-1.626945739	42.46987952	40.87591241	1.593967109
OG0007758	86.1197509	46.4267116	83.88380518	99.9999	44.7740113	48.24561404	-3.471602736	44.06779661	48.02631579	-3.958519179
OG0007759	54.9534969	99.9999	45.82798517	99.94954975	47.08994709	47.88359788	-0.793650794	41.26984127	42.06349206	-0.793650794
OG0007760	51.0832211	56.5681113	24.86742944	0.0001	46.37037037	46.47993944	-0.109569069	51.11111111	49.43310658	1.678004535
OG0007761	46.0811774	43.5103822	46.2896251	35.27784684	41.14365411	40.47619048	0.667463638	30.12552301	29.04761905	1.077903965
OG0007762	30.3027647	31.775783	45.89893568	18.05578421	38.15261044	40.562249	-2.409638554	30.12048193	35.74297189	-5.62248996
OG0007764	49.629225	51.8576994	30.25288308	48.06106932	44.56654457	44.55380577	0.012738792	33.6996337	36.61417323	-2.914539529
OG0007766	99.9999	30.7419164	99.9999	99.9999	45.60099133	46.43545279	-0.834461468	41.63568773	45.0867052	-3.45101747
OG0007767	81.9393309	72.6457411	63.01498446	69.79574364	45.24691358	44.9382716	0.308641975	41.2962963	40	1.296296296
OG0007768	55.4390055	63.7478378	56.13595365	79.3480118	43.53562005	42.89544236	0.640177694	43.00791557	39.75903614	3.248879423
OG0007769	30.4735761	20.1798135	70.25185545	30.57838619	43.35664336	43.59903382	-0.24239046	38.81118881	40.57971014	-1.768521334
OG0007770	56.9281109	53.6845513	67.63813894	37.58984541	50.3030303	52.33160622	-2.028575915	50.90909091	54.26356589	-3.354474982
OG0007771	1.00E-04	1.00E-04	0.0001	0.0001	41.13924051	44.35897436	-3.219733853	31.01265823	37.69230769	-6.679649464
OG0007773	26.9592609	1.00E-04	14.08851929	0.0001	46.2962963	47.10982659	-0.813530293	46.2962963	54.34782609	-8.051529791
OG0007774	53.251588	42.9095269	63.77185435	42.07215126	51.94334651	51.41242938	0.53091713	52.47035573	53.33998006	-0.869624329
OG0007776	33.6332262	58.6252944	33.90852397	41.14508288	48.46625767	50	-1.533742331	55.04587156	62.03703704	-6.991165477
OG0007777	48.7357878	67.4908284	99.9999	68.32095664	47.70491803	46.77871148	0.926206548	41.52334152	40.6162465	0.907095025
OG0007778	1.00E-04	59.4378191	96.34165394	62.73161105	48.27586207	48.46743295	-0.191570881	44.82758621	45.97701149	-1.149425287
OG0007779	29.5152752	73.1829933	26.25421836	76.29425796	43.88489209	44.60431655	-0.71942446	44.60431655	45.32374101	-0.71942446
OG0007780	69.0545358	46.0971421	61.42792881	38.85593008	46.66666667	42.45939675	4.207269915	46.66666667	40.27777778	6.388888889
OG0007781	99.9999	82.0295851	99.9999	68.53558548	42.94294294	42.94294294	0	39.63963964	38.73873874	0.900900901
OG0007782	58.0872646	82.0335987	88.01517591	78.26372668	46.34703196	46.91780822	-0.570776256	44.52054795	45.20547945	-0.684931507
OG0007783	82.3445044	67.2855702	99.9999	88.02417897	49.03160041	50	-0.968399592	47.09480122	43.03797468	4.05682654
OG0007784	32.824038	48.0446836	58.36639805	65.25245938	54.01360544	56.52818991	-2.514584469	55.91836735	61.16071429	-5.242346939
OG0007785	44.1964995	99.9999	35.89312791	99.9999	42.90322581	43.36956522	-0.466339411	42.90322581	46.57980456	-3.676578754
OG0007786	42.2777106	43.6752323	85.64038678	41.12870457	42.04204204	45.6284153	-3.586373259	37.38738739	45.08196721	-7.694579826
OG0007787	58.7483268	48.1225773	47.49933193	43.83061864	55.84795322	56.43274854	-0.584795322	50.87719298	51.75438596	-0.877192982
OG0007789	1.00E-04	39.348745	0.0001	0.0001	42.71708683	45.71948998	-3.002403147	43.27731092	46.44808743	-3.170776507
OG0007790	63.6855206	53.9959511	99.9999	99.58771313	48.38095238	48.61932939	-0.238377008	47.42857143	46.44970414	0.978867287
OG0007791	44.5544355	99.9999	41.44563865	99.99989696	49.65846995	43.27309237	6.385377576	54.50819672	41.26506024	13.24313648
OG0007792	65.4388154	99.9999	58.59926646	99.9999	42.09320092	44.08602151	-1.992820589	42.79176201	41.29032258	1.501439433
OG0007793	26.2841007	50.2708686	21.05268224	56.84052628	47.77376655	48.60606061	-0.83229406	41.87725632	42.18181818	-0.304561864
OG0007794	55.3734067	32.9055152	73.53736522	39.38497929	38.59649123	39.76608187	-1.169590643	38.81578947	42.60869565	-3.792906178
OG0007796	52.5091071	58.562996	63.19866823	58.17580985	44.91666667	44.87179487	0.044871795	41.75	40.86538462	0.884615385
OG0007799	87.9547627	84.188429	99.9999	99.9999	44.02515723	41.44144144	2.583715791	39.62264151	39.63963964	-0.01699813
OG0007800	75.0432654	71.5586255	99.9999	67.95396215	53.01587302	49.35897436	3.656898657	53.33333333	51.92307692	1.41025641
OG0007801	32.0293508	52.9338199	0.0001	49.87095611	42.03133441	43.46271706	-1.431382644	36.62884927	43.33843798	-6.709588708
OG0007802	32.0090713	48.1174337	42.76408429	52.0958845	45.5481972	45.59108527	-0.042888067	46.13686534	48.8372093	-2.70034396
OG0007803	54.5676576	43.7194313	53.26651862	99.9999	42.37726098	45.23809524	-2.860834256	39.53488372	40.25974026	-0.724856539
OG0007804	1.00E-04	42.6619652	40.99980305	59.20679502	49.85754986	51.78351784	-1.925967978	51.28205128	53.13653137	-1.854480083
OG0007805	28.5752956	83.960757	99.9999	65.7143654	45.84647739	46.27720504	-0.430727648	33.12302839	35.73883162	-2.615803224
OG0007806	74.4197427	57.9842921	64.11299617	61.12718294	49.78632479	47.37945493	2.40686986	45.51282051	42.13836478	3.374455733
OG0007807	35.5267916	23.5587199	0.0001	16.35976594	43.49919743	43.26388889	0.235308543	44.62279294	46.45833333	-1.835540396
OG0007808	81.1623796	40.8480252	34.61395526	29.81551463	47.83625731	47.7394636	0.096793708	40.1754386	41.37931034	-1.203871748
OG0007810	57.8708219	47.1398185	99.9999	42.24440725	45.05813953	45.44573643	-0.387596899	40.40697674	41.27906977	-0.872093023
OG0007811	58.9992188	99.9999	99.9999	99.9999	44.78808706	45.04950495	-0.261417894	37.45704467	36.63366337	0.823381307
OG0007813	79.878055	94.7869639	99.9999	92.55367533	45.93333333	45.47511312	0.458220211	41	42.760181	-1.760180995
OG0007814	64.7854693	56.8379681	40.17385675	99.9999	44.7257384	44.25770308	0.468035315	40.82278481	41.17647059	-0.353685778
